planner_horizon,trace_seed,total_cost,planning_ms_per_decision
6,3305007,99.88335765742906,42.53628125479736
1,3305008,110.37652936738418,0.12285312914173119
2,3305008,104.83132098613729,0.4861375018663239
4,3305008,100.26299628422461,4.805996883078478
6,3305008,99.10888192148157,42.81218280993926
1,3305009,95.23456039071205,0.1327859517914476
2,3305009,84.75840772688389,0.5053796812717337
4,3305009,83.07908757030964,4.804792179129436
6,3305009,83.07908757030964,42.103162508283276
1,3305010,101.43482975951544,0.12827656064473558
2,3305010,96.33176056444645,0.49299061902274843
4,3305010,95.85618236172235,4.941746874465025
6,3305010,93.56462896764279,42.980149995855754
1,3305011,80.40520153340873,0.13030468653596472
2,3305011,77.35976918488741,0.4999828142899787
4,3305011,76.43766744881869,4.832748443732271
6,3305011,72.54924291223287,42.25803906774672
1,3305012,87.53323195360545,0.13047343963989988
2,3305012,86.25823094790442,0.48126562251127325
4,3305012,80.81154692637551,4.751753123855451
6,3305012,80.38930533826351,42.10207812138833
1,3305013,121.14702924239758,0.1229593763127923
2,3305013,103.76399047829325,0.5061921838205308
4,3305013,101.19519174098969,4.743585946926032
6,3305013,95.34174251556396,42.17206717839872
1,3305014,82.29727213585574,0.12584531214088202
2,3305014,76.70355983214283,0.4854437502217479
4,3305014,70.28939072191716,4.755132818900165
6,3305014,69.46305140256882,42.32465936729568
1,3305015,101.26329368485985,0.12481094199756626
2,3305015,95.19862466792202,0.4931156199745601
4,3305015,92.23206456154585,4.7367843817482935
6,3305015,90.74030746668578,42.08035156807455
1,3305016,96.92267989655014,0.12407187568896916
2,3305016,95.88578721887129,0.49300468162982725
4,3305016,92.03791853508926,4.785467173860525
6,3305016,90.76335926502944,42.10149687787634
1,3305017,85.74785802284427,0.1251296871487284
2,3305017,77.66453123092651,0.4901140582660446
4,3305017,77.66453123092651,4.706382811491494
6,3305017,77.66453123092651,42.15602499061788
1,3305018,131.82452923708385,0.12349531789368484
2,3305018,113.02466744232571,0.5018625106458785
4,3305018,109.652238521423,4.750489064463181
6,3305018,109.40065843630207,42.36393125029281
1,3305019,89.81143675765094,0.12659687854466029
2,3305019,82.9880305543542,0.4806093784281984
4,3305019,82.9880305543542,4.724634371086722
6,3305019,82.01625865846873,41.927284370103735
1,3306000,123.77766729478591,0.1230031302839052
